"program","CIPDESC","EARN_MDN_1YR","EARN_MDN_5YR","institution"
"Business","Business Administration, Management and Operations.",NA,31286,"Platt College-Anaheim"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Delano"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Rancho Mirage"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Rancho Mirage"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Santa Maria"
"Business","Business Operations Support and Assistant Services.",28691,38490,"San Joaquin Valley College-Santa Maria"
"Business","Business Operations Support and Assistant Services.",27731,35845,"San Joaquin Valley College-Porterville"
"Engineering","Engineering, General.",135373,160755,"UCLA"
"Engineering","Aerospace, Aeronautical and Astronautical Engineering.",71068,97069,"UCLA"
"Engineering","Biomedical/Medical Engineering.",57874,114571,"UCLA"
"Engineering","Chemical Engineering.",76680,105166,"UCLA"
"Engineering","Civil Engineering.",75510,102084,"UCLA"
"Engineering","Civil Engineering.",81415,100592,"UCLA"
"Engineering","Computer Engineering.",NA,191628,"UCLA"
"Engineering","Electrical, Electronics and Communications Engineering.",85369,127528,"UCLA"
"Engineering","Electrical, Electronics and Communications Engineering.",119390,144451,"UCLA"
"Engineering","Mechanical Engineering.",79016,108947,"UCLA"
"Engineering","Mechanical Engineering.",108892,133046,"UCLA"
"Engineering","Mechanical Engineering.",NA,165864,"UCLA"
"Engineering","Civil Engineering.",73497,97633,"California Baptist University"
"Engineering","Computer Engineering.",75087,83205,"California Baptist University"
"Engineering","Mechanical Engineering.",72224,92844,"California Baptist University"
"Engineering","Aerospace, Aeronautical and Astronautical Engineering.",85509,112671,"California Polytechnic State University-San Luis Obispo"
"Engineering","Agricultural Engineering.",72713,89957,"California Polytechnic State University-San Luis Obispo"
"Engineering","Architectural Engineering.",80481,97098,"California Polytechnic State University-San Luis Obispo"
"Engineering","Biomedical/Medical Engineering.",81186,111260,"California Polytechnic State University-San Luis Obispo"
"Engineering","Civil Engineering.",80673,101618,"California Polytechnic State University-San Luis Obispo"
"Engineering","Civil Engineering.",85887,103431,"California Polytechnic State University-San Luis Obispo"
"Engineering","Computer Engineering.",111560,146406,"California Polytechnic State University-San Luis Obispo"
"Engineering","Electrical, Electronics and Communications Engineering.",90576,116692,"California Polytechnic State University-San Luis Obispo"
"Engineering","Electrical, Electronics and Communications Engineering.",NA,158506,"California Polytechnic State University-San Luis Obispo"
"Engineering","Environmental/Environmental Health Engineering.",82197,86311,"California Polytechnic State University-San Luis Obispo"
"Engineering","Materials Engineering",74496,107726,"California Polytechnic State University-San Luis Obispo"
"Engineering","Mechanical Engineering.",83011,110675,"California Polytechnic State University-San Luis Obispo"
"Engineering","Mechanical Engineering.",92510,119479,"California Polytechnic State University-San Luis Obispo"
"Engineering","Industrial Engineering.",87226,121125,"California Polytechnic State University-San Luis Obispo"
"Engineering","Engineering Science.",NA,88102,"California State University-Bakersfield"
"Engineering","Computer Engineering.",49043,97972,"California State University-San Bernardino"
"Engineering","Aerospace, Aeronautical and Astronautical Engineering.",78320,97066,"California State Polytechnic University-Pomona"
"Engineering","Chemical Engineering.",69009,103640,"California State Polytechnic University-Pomona"
"Engineering","Civil Engineering.",75758,99934,"California State Polytechnic University-Pomona"
"Engineering","Civil Engineering.",NA,117917,"California State Polytechnic University-Pomona"
"Engineering","Computer Engineering.",70768,102133,"California State Polytechnic University-Pomona"
"Engineering","Electrical, Electronics and Communications Engineering.",80827,106684,"California State Polytechnic University-Pomona"
"Engineering","Electrical, Electronics and Communications Engineering.",NA,124574,"California State Polytechnic University-Pomona"
"Engineering","Mechanical Engineering.",75040,101659,"California State Polytechnic University-Pomona"
"Engineering","Industrial Engineering.",75110,95032,"California State Polytechnic University-Pomona"
"Engineering","Manufacturing Engineering.",79549,93335,"California State Polytechnic University-Pomona"
"Engineering","Civil Engineering.",72350,101629,"California State University-Chico"
"Engineering","Computer Engineering.",NA,107580,"California State University-Chico"
