"program","CIPDESC","EARN_MDN_1YR","EARN_MDN_5YR","institution"
"Nursing","Clinical/Medical Laboratory Science/Research and Allied Professions.",148868,150277,"San Francisco State University"
"Nursing","Mental and Social Health Services and Allied Professions.",59756,66932,"San Francisco State University"
"Nursing","Public Health.",64055,91104,"San Francisco State University"
"Nursing","Rehabilitation and Therapeutic Professions.",85961,92556,"San Francisco State University"
"Nursing","Dietetics and Clinical Nutrition Services.",NA,68282,"San Francisco State University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",117532,144430,"San Francisco State University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",129691,150589,"San Francisco State University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",101731,149741,"University of San Francisco"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",125983,158515,"University of San Francisco"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",155566,200485,"University of San Francisco"
"Nursing","Health Services/Allied Health/Health Sciences, General.",NA,75892,"San Joaquin Delta College"
"Nursing","Dental Support Services and Allied Professions.",27039,31068,"San Joaquin Valley College-Visalia"
"Nursing","Dental Support Services and Allied Professions.",67916,64864,"San Joaquin Valley College-Visalia"
"Nursing","Health and Medical Administrative Services.",26452,30419,"San Joaquin Valley College-Visalia"
"Nursing","Health and Medical Administrative Services.",27553,31944,"San Joaquin Valley College-Visalia"
"Nursing","Allied Health and Medical Assisting Services.",26897,30548,"San Joaquin Valley College-Visalia"
"Nursing","Allied Health and Medical Assisting Services.",27132,33232,"San Joaquin Valley College-Visalia"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",69391,82323,"San Joaquin Valley College-Visalia"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",NA,18876,"San Joaquin Valley College-Visalia"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",97011,104007,"San Joaquin Valley College-Visalia"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",51744,59073,"San Joaquin Valley College-Visalia"
"Nursing","Dental Support Services and Allied Professions.",27039,31068,"San Joaquin Valley College-Bakersfield"
"Nursing","Health and Medical Administrative Services.",26452,30419,"San Joaquin Valley College-Bakersfield"
"Nursing","Health and Medical Administrative Services.",27553,31944,"San Joaquin Valley College-Bakersfield"
"Nursing","Allied Health and Medical Assisting Services.",26897,30548,"San Joaquin Valley College-Bakersfield"
"Nursing","Allied Health and Medical Assisting Services.",27132,33232,"San Joaquin Valley College-Bakersfield"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",69391,82323,"San Joaquin Valley College-Bakersfield"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",51744,59073,"San Joaquin Valley College-Bakersfield"
"Nursing","Communication Disorders Sciences and Services.",NA,81021,"San Jose State University"
"Nursing","Communication Disorders Sciences and Services.",NA,99007,"San Jose State University"
"Nursing","Health and Medical Administrative Services.",NA,68119,"San Jose State University"
"Nursing","Public Health.",NA,76170,"San Jose State University"
"Nursing","Rehabilitation and Therapeutic Professions.",NA,89920,"San Jose State University"
"Nursing","Dietetics and Clinical Nutrition Services.",NA,68367,"San Jose State University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,155843,"San Jose State University"
"Nursing","Health Professions and Related Clinical Sciences, Other.",NA,68244,"San Jose State University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,135534,"College of San Mateo"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",101955,106046,"Santa Barbara City College"
"Nursing","Public Health.",47274,65015,"Santa Clara University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,84232,"Santa Monica College"
"Nursing","Dental Support Services and Allied Professions.",NA,72062,"Santa Rosa Junior College"
"Nursing","Allied Health and Medical Assisting Services.",NA,55690,"Santa Rosa Junior College"
"Nursing","Allied Health and Medical Assisting Services.",NA,48866,"Santa Rosa Junior College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,96665,"Santa Rosa Junior College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",100800,131805,"Santa Rosa Junior College"
"Nursing","Allied Health and Medical Assisting Services.",57242,62876,"College of the Sequoias"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",98926,96263,"College of the Sequoias"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",99544,115772,"Shasta College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",102613,109928,"Simpson University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",92905,89428,"College of the Siskiyous"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,115846,"Skyline College"
"Nursing","Mental and Social Health Services and Allied Professions.",NA,72030,"San Bernardino Valley College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,90406,"San Bernardino Valley College"
"Nursing","Health Professions and Related Clinical Sciences, Other.",NA,73418,"Saint Mary's College of California"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,97217,"Solano Community College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",125646,131431,"Sonoma State University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",144966,139432,"Sonoma State University"
"Nursing","Allied Health and Medical Assisting Services.",NA,35548,"South Coast College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",102915,113933,"Vanguard University of Southern California"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,154180,"Vanguard University of Southern California"
"Nursing","Dental Support Services and Allied Professions.",22994,35249,"Concorde Career College-Garden Grove"
"Nursing","Dental Support Services and Allied Professions.",72160,76980,"Concorde Career College-Garden Grove"
"Nursing","Health and Medical Administrative Services.",31052,38361,"Concorde Career College-Garden Grove"
"Nursing","Allied Health and Medical Assisting Services.",26287,34039,"Concorde Career College-Garden Grove"
"Nursing","Allied Health and Medical Assisting Services.",59559,61882,"Concorde Career College-Garden Grove"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",69188,70122,"Concorde Career College-Garden Grove"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",49589,58374,"Concorde Career College-Garden Grove"
"Nursing","Optometry.",81645,105772,"Marshall B Ketchum University"
"Nursing","Dentistry.",79887,122473,"University of Southern California"
"Nursing","Advanced/Graduate Dentistry and Oral Sciences.",152960,199940,"University of Southern California"
"Nursing","Dental Support Services and Allied Professions.",69479,81034,"University of Southern California"
"Nursing","Health and Medical Administrative Services.",96331,136971,"University of Southern California"
"Nursing","Health and Medical Administrative Services.",85860,125128,"University of Southern California"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",129633,146714,"University of Southern California"
"Nursing","Medicine.",75814,139886,"University of Southern California"
"Nursing","Mental and Social Health Services and Allied Professions.",61960,71407,"University of Southern California"
"Nursing","Pharmacy, Pharmaceutical Sciences, and Administration.",NA,147157,"University of Southern California"
"Nursing","Pharmacy, Pharmaceutical Sciences, and Administration.",122882,194000,"University of Southern California"
"Nursing","Pharmacy, Pharmaceutical Sciences, and Administration.",105319,170231,"University of Southern California"
"Nursing","Public Health.",36300,81522,"University of Southern California"
"Nursing","Public Health.",58611,83253,"University of Southern California"
"Nursing","Rehabilitation and Therapeutic Professions.",74934,86384,"University of Southern California"
"Nursing","Rehabilitation and Therapeutic Professions.",79163,89483,"University of Southern California"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136250,225065,"University of Southern California"
"Nursing","Dental Support Services and Allied Professions.",19904,25872,"UEI College-Huntington Park"
"Nursing","Health and Medical Administrative Services.",25699,32397,"UEI College-Huntington Park"
"Nursing","Allied Health and Medical Assisting Services.",24695,30666,"UEI College-Huntington Park"
"Nursing","Dental Support Services and Allied Professions.",23384,29381,"Concorde Career College-San Bernardino"
"Nursing","Dental Support Services and Allied Professions.",73660,65752,"Concorde Career College-San Bernardino"
"Nursing","Health and Medical Administrative Services.",29291,31263,"Concorde Career College-San Bernardino"
"Nursing","Allied Health and Medical Assisting Services.",22895,27308,"Concorde Career College-San Bernardino"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",25658,56002,"Concorde Career College-San Bernardino"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",60028,62648,"Concorde Career College-San Bernardino"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",51132,55054,"Concorde Career College-San Bernardino"
"Nursing","Dental Support Services and Allied Professions.",22428,31159,"Concorde Career College-North Hollywood"
"Nursing","Health and Medical Administrative Services.",30210,33996,"Concorde Career College-North Hollywood"
"Nursing","Allied Health and Medical Assisting Services.",30568,36113,"Concorde Career College-North Hollywood"
"Nursing","Allied Health and Medical Assisting Services.",50613,70113,"Concorde Career College-North Hollywood"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,59957,"Concorde Career College-North Hollywood"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",55067,72175,"Concorde Career College-North Hollywood"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",56444,64854,"Concorde Career College-North Hollywood"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",99778,100793,"Ventura College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,64428,"Victor Valley College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,107478,"Victor Valley College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",91138,107274,"Victor Valley College"
"Nursing","Mental and Social Health Services and Allied Professions.",71517,70740,"Coalinga College"
"Nursing","Public Health.",29951,64861,"Coalinga College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",99984,109745,"Coalinga College"
"Nursing","Dental Support Services and Allied Professions.",28060,36206,"Carrington College-Sacramento"
"Nursing","Dental Support Services and Allied Professions.",70541,70000,"Carrington College-Sacramento"
"Nursing","Health and Medical Administrative Services.",30476,41353,"Carrington College-Sacramento"
"Nursing","Health and Medical Administrative Services.",NA,34998,"Carrington College-Sacramento"
"Nursing","Allied Health and Medical Assisting Services.",32311,36574,"Carrington College-Sacramento"
"Nursing","Allied Health and Medical Assisting Services.",61881,48293,"Carrington College-Sacramento"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",68261,63868,"Carrington College-Sacramento"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",NA,20006,"Carrington College-Sacramento"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",104423,117741,"Carrington College-Sacramento"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",60778,71283,"Carrington College-Sacramento"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",65035,89259,"Carrington College-Sacramento"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",117283,132809,"Yuba College"
"Nursing","Health Services/Allied Health/Health Sciences, General.",NA,48821,"Ashford University"
"Nursing","Health and Medical Administrative Services.",45459,46273,"Ashford University"
"Nursing","Health and Medical Administrative Services.",57522,58838,"Ashford University"
"Nursing","Mental and Social Health Services and Allied Professions.",39676,39050,"Ashford University"
"Nursing","Alternative and Complementary Medicine and Medical Systems.",38789,37483,"Ashford University"
"Nursing","Medicine.",79753,146203,"Stanford University"
"Nursing","Dental Support Services and Allied Professions.",28060,36206,"Carrington College-San Leandro Campus"
"Nursing","Health and Medical Administrative Services.",30476,41353,"Carrington College-San Leandro Campus"
"Nursing","Allied Health and Medical Assisting Services.",32311,36574,"Carrington College-San Leandro Campus"
"Nursing","Health and Medical Administrative Services.",NA,36266,"Platt College-Los Angeles"
"Nursing","Health and Medical Administrative Services.",NA,51819,"Platt College-Los Angeles"
"Nursing","Allied Health and Medical Assisting Services.",NA,34965,"Platt College-Los Angeles"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",25713,62076,"Platt College-Los Angeles"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",26939,47969,"Platt College-Los Angeles"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",NA,50938,"Platt College-Los Angeles"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",128766,155615,"University of Massachusetts Global"
"Nursing","Dental Support Services and Allied Professions.",27039,31068,"San Joaquin Valley College-Fresno"
"Nursing","Health and Medical Administrative Services.",26452,30419,"San Joaquin Valley College-Fresno"
"Nursing","Health and Medical Administrative Services.",27553,31944,"San Joaquin Valley College-Fresno"
"Nursing","Allied Health and Medical Assisting Services.",26897,30548,"San Joaquin Valley College-Fresno"
"Nursing","Allied Health and Medical Assisting Services.",27132,33232,"San Joaquin Valley College-Fresno"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",69391,82323,"San Joaquin Valley College-Fresno"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",103799,105792,"California State University-San Marcos"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",119753,134848,"California State University-San Marcos"
"Nursing","Rehabilitation and Therapeutic Professions.",73390,83761,"University of St. Augustine for Health Sciences"
"Nursing","Rehabilitation and Therapeutic Professions.",75622,88498,"University of St. Augustine for Health Sciences"
"Nursing","Rehabilitation and Therapeutic Professions.",NA,82784,"University of St. Augustine for Health Sciences"
"Nursing","Movement and Mind-Body Therapies and Education.",23000,25811,"Hypnosis Motivation Institute"
"Nursing","Dental Support Services and Allied Professions.",24893,32209,"Downey Adult School"
"Nursing","Health and Medical Administrative Services.",28811,34343,"Downey Adult School"
"Nursing","Allied Health and Medical Assisting Services.",29694,34359,"Downey Adult School"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",19464,18617,"Downey Adult School"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,43453,"Modern Technology School"
"Nursing","Health and Medical Administrative Services.",29313,36853,"National Career Education"
"Nursing","Dental Support Services and Allied Professions.",21748,27533,"North-West College-Glendale"
"Nursing","Health and Medical Administrative Services.",32292,34829,"North-West College-Glendale"
"Nursing","Allied Health and Medical Assisting Services.",30358,32632,"North-West College-Glendale"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",50771,50045,"North-West College-Glendale"
"Nursing","Rehabilitation and Therapeutic Professions.",17956,31501,"Fremont University"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",NA,25108,"Bellus Academy-Poway"
"Nursing","Health Services/Allied Health/Health Sciences, General.",NA,36994,"Central Coast College"
"Nursing","Health and Medical Administrative Services.",NA,43132,"Central Coast College"
"Nursing","Alternative and Complementary Medicine and Medical Systems.",32044,29862,"Pacific College of Health and Science"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",21955,26922,"Pacific College of Health and Science"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",17304,19111,"Pacific College of Health and Science"
"Nursing","Allied Health and Medical Assisting Services.",32056,33140,"CET-Oxnard"
"Nursing","Allied Health and Medical Assisting Services.",32056,33140,"CET-Santa Maria"
"Nursing","Dental Support Services and Allied Professions.",31425,34552,"Mt. Diablo Adult Education-Mt. Diablo USD"
"Nursing","Allied Health and Medical Assisting Services.",NA,47636,"Mt. Diablo Adult Education-Mt. Diablo USD"
"Nursing","Dental Support Services and Allied Professions.",NA,21329,"Hacienda La Puente Adult Education"
"Nursing","Allied Health and Medical Assisting Services.",NA,22087,"Hacienda La Puente Adult Education"
"Nursing","Mental and Social Health Services and Allied Professions.",NA,65844,"Hacienda La Puente Adult Education"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",NA,33848,"Hacienda La Puente Adult Education"
"Nursing","Dental Support Services and Allied Professions.",19904,25872,"UEI College-Ontario"
"Nursing","Health and Medical Administrative Services.",25699,32397,"UEI College-Ontario"
"Nursing","Allied Health and Medical Assisting Services.",24695,30666,"UEI College-Ontario"
"Nursing","Dental Support Services and Allied Professions.",19904,25872,"UEI College-Reseda"
"Nursing","Health and Medical Administrative Services.",25699,32397,"UEI College-Reseda"
"Nursing","Allied Health and Medical Assisting Services.",24695,30666,"UEI College-Reseda"
"Nursing","Alternative and Complementary Medicine and Medical Systems.",NA,47201,"Acupuncture and Integrative Medicine College-Berkeley"
"Nursing","Dental Support Services and Allied Professions.",21979,25502,"UEI College-Gardena"
"Nursing","Health and Medical Administrative Services.",24781,34339,"UEI College-Gardena"
"Nursing","Allied Health and Medical Assisting Services.",24039,29379,"UEI College-Gardena"
"Nursing","Dental Support Services and Allied Professions.",17746,22407,"UEI College-Fresno"
"Nursing","Health and Medical Administrative Services.",23259,27246,"UEI College-Fresno"
"Nursing","Allied Health and Medical Assisting Services.",20254,25746,"UEI College-Fresno"
"Nursing","Dental Support Services and Allied Professions.",19964,26315,"Summit College"
"Nursing","Health and Medical Administrative Services.",NA,33117,"Summit College"
"Nursing","Allied Health and Medical Assisting Services.",23181,33087,"Summit College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,26614,"Summit College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",43828,55144,"Summit College"
"Nursing","Somatic Bodywork and Related Therapeutic Services.",NA,6923,"Advance Beauty College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",117088,132226,"California State University-Monterey Bay"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",58726,62139,"Marian Health Careers Center-Los Angeles Campus"
"Nursing","Allied Health and Medical Assisting Services.",NA,22092,"Premiere Career College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",37302,55510,"Premiere Career College"
"Nursing","Clinical/Medical Laboratory Science/Research and Allied Professions.",39459,39208,"Premiere Career College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",43854,65347,"Premiere Career College"
"Nursing","Allied Health and Medical Assisting Services.",22869,29060,"Baldwin Park Adult & Community Education"
"Nursing","Dental Support Services and Allied Professions.",NA,19257,"Central California School of Continuing Education"
"Nursing","Allied Health and Medical Assisting Services.",NA,26100,"Central California School of Continuing Education"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",32069,37360,"Central California School of Continuing Education"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,123355,"Pacific College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",NA,60015,"Pacific College"
"Nursing","Health and Medical Administrative Services.",27783,26761,"American College of Healthcare and Technology"
"Nursing","Allied Health and Medical Assisting Services.",21250,28562,"American College of Healthcare and Technology"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",31323,43803,"American College of Healthcare and Technology"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,37097,"American College of Healthcare and Technology"
"Nursing","Health and Medical Administrative Services.",31873,35780,"Institute of Technology"
"Nursing","Allied Health and Medical Assisting Services.",27458,30652,"Institute of Technology"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",55599,54913,"Institute of Technology"
"Nursing","Health and Medical Administrative Services.",NA,36266,"Platt College-Ontario"
"Nursing","Health and Medical Administrative Services.",NA,51819,"Platt College-Ontario"
"Nursing","Allied Health and Medical Assisting Services.",NA,34965,"Platt College-Ontario"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",25713,62076,"Platt College-Ontario"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",26939,47969,"Platt College-Ontario"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",NA,50938,"Platt College-Ontario"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",94816,122088,"American University of Health Sciences"
"Nursing","Allied Health and Medical Assisting Services.",25973,35326,"Career Networks Institute"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",43465,42761,"Career Networks Institute"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",93384,99141,"Career Networks Institute"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",NA,54485,"Career Networks Institute"
"Nursing","Health and Medical Administrative Services.",NA,41915,"California Aeronautical University"
"Nursing","Health and Medical Administrative Services.",NA,46428,"California Aeronautical University"
"Nursing","Allied Health and Medical Assisting Services.",NA,37739,"California Aeronautical University"
"Nursing","Dental Support Services and Allied Professions.",27301,33638,"Pima Medical Institute-Chula Vista"
"Nursing","Health and Medical Administrative Services.",28219,34662,"Pima Medical Institute-Chula Vista"
"Nursing","Allied Health and Medical Assisting Services.",31915,37325,"Pima Medical Institute-Chula Vista"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",62420,74874,"Pima Medical Institute-Chula Vista"
"Nursing","Dental Support Services and Allied Professions.",28060,36206,"Carrington College-San Jose"
"Nursing","Dental Support Services and Allied Professions.",70541,70000,"Carrington College-San Jose"
"Nursing","Health and Medical Administrative Services.",30476,41353,"Carrington College-San Jose"
"Nursing","Allied Health and Medical Assisting Services.",32311,36574,"Carrington College-San Jose"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",68261,63868,"Carrington College-San Jose"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",60778,71283,"Carrington College-San Jose"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",65035,89259,"Carrington College-San Jose"
"Nursing","Dental Support Services and Allied Professions.",28060,36206,"Carrington College-Pleasant Hill Campus"
"Nursing","Health and Medical Administrative Services.",30476,41353,"Carrington College-Pleasant Hill Campus"
"Nursing","Allied Health and Medical Assisting Services.",32311,36574,"Carrington College-Pleasant Hill Campus"
"Nursing","Allied Health and Medical Assisting Services.",61881,48293,"Carrington College-Pleasant Hill Campus"
"Nursing","Allied Health and Medical Assisting Services.",29808,31422,"CBD College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",44936,43066,"CBD College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",52299,41890,"CBD College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",NA,38610,"PCI College"
"Nursing","Dental Support Services and Allied Professions.",24783,28661,"American Career College-Anaheim"
"Nursing","Health and Medical Administrative Services.",32682,35471,"American Career College-Anaheim"
"Nursing","Allied Health and Medical Assisting Services.",28853,32828,"American Career College-Anaheim"
"Nursing","Allied Health and Medical Assisting Services.",48908,62254,"American Career College-Anaheim"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",55379,56424,"American Career College-Anaheim"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",60281,59430,"American Career College-Anaheim"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",59472,94683,"Smith Chason College"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",46174,51897,"Smith Chason College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",55488,59731,"Smith Chason College"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",103484,111071,"California State University-Channel Islands"
"Nursing","Dental Support Services and Allied Professions.",67916,64864,"San Joaquin Valley College-Ontario"
"Nursing","Health and Medical Administrative Services.",26452,30419,"San Joaquin Valley College-Ontario"
"Nursing","Health and Medical Administrative Services.",27553,31944,"San Joaquin Valley College-Ontario"
"Nursing","Allied Health and Medical Assisting Services.",26897,30548,"San Joaquin Valley College-Ontario"
"Nursing","Allied Health and Medical Assisting Services.",27132,33232,"San Joaquin Valley College-Ontario"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",69391,82323,"San Joaquin Valley College-Ontario"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",97011,104007,"San Joaquin Valley College-Ontario"
"Nursing","Dental Support Services and Allied Professions.",24473,30489,"Milan Institute-Palm Desert"
"Nursing","Health and Medical Administrative Services.",22700,31659,"Milan Institute-Palm Desert"
"Nursing","Allied Health and Medical Assisting Services.",25267,28131,"Milan Institute-Palm Desert"
"Nursing","Mental and Social Health Services and Allied Professions.",37997,37412,"InterCoast Colleges-Riverside"
"Nursing","Mental and Social Health Services and Allied Professions.",35338,42649,"InterCoast Colleges-Riverside"
"Nursing","Dental Support Services and Allied Professions.",73751,76042,"West Coast University-Los Angeles"
"Nursing","Health and Medical Administrative Services.",59511,65929,"West Coast University-Los Angeles"
"Nursing","Rehabilitation and Therapeutic Professions.",86227,80787,"West Coast University-Los Angeles"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",95859,110377,"West Coast University-Los Angeles"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",128308,140067,"West Coast University-Los Angeles"
"Nursing","Allied Health and Medical Assisting Services.",27880,37075,"InterCoast Colleges-West Covina"
"Nursing","Mental and Social Health Services and Allied Professions.",37997,37412,"InterCoast Colleges-West Covina"
"Nursing","Mental and Social Health Services and Allied Professions.",35338,42649,"InterCoast Colleges-West Covina"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",NA,63497,"InterCoast Colleges-West Covina"
"Nursing","Mental and Social Health Services and Allied Professions.",45211,51747,"Northcentral University"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",30741,42682,"ATI College-Whittier"
"Nursing","Allied Health and Medical Assisting Services.",23338,35962,"ATA College"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",42821,58218,"CES College"
"Nursing","Health and Medical Administrative Services.",26337,31289,"Stellar Career College"
"Nursing","Dental Support Services and Allied Professions.",23018,24777,"North-West College-Riverside"
"Nursing","Health and Medical Administrative Services.",30352,33787,"North-West College-Riverside"
"Nursing","Allied Health and Medical Assisting Services.",28420,33012,"North-West College-Riverside"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",38666,38316,"North-West College-Riverside"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",52487,53497,"North-West College-Riverside"
"Nursing","Health and Medical Administrative Services.",NA,27385,"Sutter County Career Training Center"
"Nursing","Allied Health and Medical Assisting Services.",27791,36633,"Sutter County Career Training Center"
"Nursing","Dental Support Services and Allied Professions.",28017,29653,"Career Care Institute"
"Nursing","Allied Health and Medical Assisting Services.",26403,33638,"Career Care Institute"
"Nursing","Allied Health Diagnostic, Intervention, and Treatment Professions.",33263,40966,"Career Care Institute"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",42296,48141,"Career Care Institute"
"Nursing","Allied Health and Medical Assisting Services.",50198,66101,"Stanbridge University"
"Nursing","Clinical/Medical Laboratory Science/Research and Allied Professions.",NA,48784,"Stanbridge University"
"Nursing","Rehabilitation and Therapeutic Professions.",79749,86836,"Stanbridge University"
"Nursing","Practical Nursing, Vocational Nursing and Nursing Assistants.",57359,60096,"Stanbridge University"
"Nursing","Health Services/Allied Health/Health Sciences, General.",NA,69346,"United States University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NA,110580,"United States University"
"Nursing","Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",120862,143024,"United States University"
"Nursing","Health and Medical Administrative Services.",26452,30419,"San Joaquin Valley College-Modesto"
"Nursing","Health and Medical Administrative Services.",27553,31944,"San Joaquin Valley College-Modesto"
"Nursing","Allied Health and Medical Assisting Services.",26897,30548,"San Joaquin Valley College-Modesto"
"Nursing","Allied Health and Medical Assisting Services.",27132,33232,"San Joaquin Valley College-Modesto"
"Nursing","Dental Support Services and Allied Professions.",19904,25872,"UEI College-Chula Vista"
